movie_id,title,genre,director,cast_size,budget_millions,runtime_minutes,release_year,production_company,rating,budget_per_minute,decade,director_films_count
27,Movie_27,Crime,Director_34,17,57.24960867080637,145,2023,Warner Bros,6.4,0.3948248873848715,2020,24
28,Movie_28,Drama,Director_141,47,12.274832100802032,149,2023,Warner Bros,7.7,0.08238142349531564,2020,28
29,Movie_29,Thriller,Director_171,16,79.74109855225333,93,2018,Warner Bros,8.6,0.8574311672285305,2010,31
30,Movie_30,Horror,Director_62,23,14.121781601614355,128,2012,Paramount,9.7,0.11032641876261215,2010,24
31,Movie_31,Adventure,Director_118,25,63.42426261794589,113,2015,Paramount,6.4,0.5612766603358044,2010,26
32,Movie_32,Drama,Director_100,31,10.931484275608506,149,2013,Warner Bros,7.1,0.07336566627925172,2010,27
33,Movie_33,Romance,Director_22,23,99.15626171436489,117,2018,Universal,8.0,0.8474894163620931,2010,33
34,Movie_34,Drama,Director_180,28,19.6003937166464,118,2010,Amazon Studios,6.8,0.1661050314970034,2010,25
35,Movie_35,Thriller,Director_180,30,46.231631906153524,165,2018,Netflix,7.6,0.2801917085221426,2010,25
36,Movie_36,Romance,Director_111,49,25.156228401091205,87,2021,Universal,6.4,0.28915205058725524,2020,27
37,Movie_37,Adventure,Director_164,32,74.12324722079632,126,2013,Universal,5.8,0.5882797398475899,2010,27
38,Movie_38,Thriller,Director_73,22,29.382568469199317,122,2019,Universal,7.9,0.24084072515737145,2010,25
39,Movie_39,Comedy,Director_147,48,74.47820379592123,104,2014,Amazon Studios,7.0,0.7161365749607811,2010,23
40,Movie_40,Horror,Director_38,40,26.764631110480554,170,2020,20th Century Fox,8.2,0.15743900653223855,2020,22
41,Movie_41,Adventure,Director_70,46,79.81179896957418,128,2022,20th Century Fox,6.8,0.6235296794497983,2020,32
42,Movie_42,Comedy,Director_116,33,11.554181271037706,136,2010,Disney,7.6,0.08495721522821842,2010,29
43,Movie_43,Crime,Director_79,21,26.65568760862133,140,2023,Warner Bros,6.4,0.1903977686330095,2020,29
44,Movie_44,Adventure,Director_185,8,44.520896062964574,111,2010,Netflix,5.3,0.40108915372040155,2010,24
45,Movie_45,Crime,Director_148,48,12.305316494622394,151,2015,Netflix,6.2,0.08149216221604234,2010,24
46,Movie_46,Romance,Director_9,49,20.291837914577993,146,2019,Warner Bros,8.0,0.13898519119573968,2010,26
47,Movie_47,Comedy,Director_32,33,146.31349504998408,116,2022,Disney,8.5,1.261323233189518,2020,22
48,Movie_48,Horror,Director_132,8,198.2540519746891,143,2010,Universal,8.7,1.3863919718509727,2010,23
49,Movie_49,Thriller,Director_50,14,77.30561846685839,150,2022,Sony,9.2,0.5153707897790559,2020,19
50,Movie_50,Animation,Director_82,29,24.530989206344696,139,2011,Sony,8.1,0.17648193673629278,2010,31
51,Movie_51,Drama,Director_5,35,25.09022939813942,99,2022,Amazon Studios,6.9,0.2534366605872669,2020,13
52,Movie_52,Action,Director_148,7,61.89331657584197,117,2023,Disney,7.3,0.5290027057764272,2020,24
53,Movie_53,Horror,Director_87,6,16.255468827232033,131,2012,Netflix,7.6,0.12408754829948117,2010,32
54,Movie_54,Comedy,Director_126,29,158.1239476794424,126,2016,Sony,7.4,1.2549519657098605,2010,28
55,Movie_55,Animation,Director_75,10,22.73254293895235,101,2011,Paramount,9.3,0.22507468256388466,2010,30
56,Movie_56,Horror,Director_165,30,405.8664084229508,112,2014,Warner Bros,8.7,3.623807218062061,2010,22
57,Movie_57,Comedy,Director_22,12,44.23254832135548,128,2018,Sony,8.7,0.3455667837605897,2010,33
58,Movie_58,Sci-Fi,Director_186,39,83.79563608364529,82,2021,Amazon Studios,6.9,1.0218980010200645,2020,37
59,Movie_59,Sci-Fi,Director_68,31,10.10932415592833,120,2021,20th Century Fox,6.3,0.08424436796606942,2020,28
60,Movie_60,Crime,Director_44,29,119.79715208093957,137,2019,Amazon Studios,6.4,0.8744317670141575,2010,25
61,Movie_61,Horror,Director_34,22,25.735677295645573,127,2017,20th Century Fox,8.9,0.20264312831216985,2010,24
62,Movie_62,Sci-Fi,Director_77,5,65.12148998721047,98,2021,Netflix,7.1,0.6645049998694945,2020,34
63,Movie_63,Comedy,Director_42,43,92.086507158839,102,2017,Netflix,6.9,0.9028088937141078,2010,34
64,Movie_64,Crime,Director_137,7,18.965170233575677,157,2020,Paramount,7.0,0.12079726263423998,2020,30
65,Movie_65,Comedy,Director_106,8,39.21548913305269,96,2011,Amazon Studios,7.0,0.4084946784692989,2010,39
66,Movie_66,Crime,Director_95,45,44.04472171422862,149,2010,Warner Bros,6.5,0.29560215915589677,2010,20
67,Movie_67,Horror,Director_135,41,28.707004880381138,104,2018,Amazon Studios,9.2,0.27602889308058787,2010,20
68,Movie_68,Animation,Director_68,19,42.865438830178846,148,2019,Paramount,8.2,0.28963134344715435,2010,28
69,Movie_69,Thriller,Director_147,12,29.102982591213486,133,2021,Warner Bros,7.8,0.21881941797904877,2020,23
70,Movie_70,Adventure,Director_159,42,32.37280686660277,111,2013,Warner Bros,5.7,0.2916469087081331,2010,26
71,Movie_71,Animation,Director_128,23,65.33189721833303,75,2018,Netflix,7.5,0.871091962911107,2010,25
72,Movie_72,Romance,Director_163,30,60.06428919229118,129,2020,Sony,7.2,0.46561464490148197,2020,18
73,Movie_73,Comedy,Director_185,43,23.215580141873872,124,2023,Amazon Studios,6.8,0.18722242049898283,2020,24
74,Movie_74,Romance,Director_85,14,123.88627583686346,130,2021,20th Century Fox,7.4,0.9529713525912574,2020,29
75,Movie_75,Animation,Director_189,42,109.3116040407509,133,2020,Disney,8.2,0.8218917597048939,2020,24
76,Movie_76,Crime,Director_159,18,45.57404164878669,87,2016,Sony,6.3,0.5238395591814562,2010,26
77,Movie_77,Adventure,Director_83,45,38.3919150021102,129,2021,Amazon Studios,6.8,0.29761174420240466,2020,17
78,Movie_78,Adventure,Director_95,23,33.648880997497585,138,2015,Netflix,6.0,0.24383247099635932,2010,20
79,Movie_79,Action,Director_181,34,71.42487432305413,138,2019,Universal,7.1,0.5175715530656096,2010,26
80,Movie_80,Adventure,Director_32,9,65.6862035132535,88,2022,Paramount,6.1,0.7464341308324262,2020,22
81,Movie_81,Thriller,Director_66,35,20.919033526625046,148,2018,Netflix,7.7,0.1413448211258449,2010,26
82,Movie_82,Adventure,Director_187,11,65.65453453096553,130,2019,Amazon Studios,6.7,0.5050348810074272,2010,25
83,Movie_83,Animation,Director_116,23,24.546446496471408,133,2013,Universal,8.7,0.18455974809377,2010,29
84,Movie_84,Action,Director_138,35,10.936635156161438,97,2023,Warner Bros,7.5,0.11274881604290142,2020,24
85,Movie_85,Animation,Director_130,43,70.06692677593185,138,2010,Netflix,7.6,0.5077313534487815,2010,37
86,Movie_86,Animation,Director_194,28,61.75281284680439,76,2014,Sony,8.3,0.812537011142163,2010,27
87,Movie_87,Drama,Director_60,38,36.450265738619414,98,2022,Amazon Studios,8.7,0.3719414871287695,2020,10
88,Movie_88,Action,Director_17,27,47.29429236232781,151,2015,Universal,5.9,0.3132072341876014,2010,30
89,Movie_89,Animation,Director_96,49,157.03303840065243,137,2015,Universal,7.5,1.1462265576689958,2010,22
90,Movie_90,Drama,Director_144,44,55.2181303954883,127,2021,20th Century Fox,7.2,0.4347884283109315,2020,26
91,Movie_91,Drama,Director_16,10,63.63026145658042,143,2010,Netflix,7.0,0.4449668633327302,2010,30
92,Movie_92,Action,Director_46,42,13.302253220831771,145,2016,Universal,7.2,0.0917396773850467,2010,30
93,Movie_93,Romance,Director_167,45,19.075761738454943,138,2017,20th Century Fox,6.8,0.1382301575250358,2010,25
94,Movie_94,Crime,Director_159,40,27.90181324948045,114,2021,20th Century Fox,6.2,0.2447527478024601,2020,26
95,Movie_95,Thriller,Director_107,31,48.759019518169126,98,2014,Warner Bros,8.6,0.4975410154915217,2010,21
96,Movie_96,Crime,Director_88,15,84.93753205441988,103,2011,Amazon Studios,7.8,0.824636233538057,2010,25
97,Movie_97,Adventure,Director_129,9,29.374448405107437,155,2011,20th Century Fox,6.1,0.18951257035553185,2010,24
98,Movie_98,Thriller,Director_139,21,32.03252827077338,88,2020,Warner Bros,8.0,0.3640060030769703,2020,20
99,Movie_99,Adventure,Director_119,11,24.795853368458612,132,2014,20th Century Fox,6.7,0.18784737400347434,2010,20
100,Movie_100,Animation,Director_85,31,24.69234039197159,132,2016,20th Century Fox,8.2,0.18706318478766357,2010,29
101,Movie_101,Comedy,Director_4,19,158.66317576042854,156,2016,Netflix,7.8,1.0170716394899266,2010,23
102,Movie_102,Action,Director_71,17,60.45556286966145,132,2022,Netflix,7.0,0.45799668840652613,2020,31
103,Movie_103,Thriller,Director_154,15,18.474289060377956,109,2013,Warner Bros,9.2,0.16948889046218307,2010,33
104,Movie_104,Thriller,Director_111,49,74.05143655334483,109,2020,Universal,7.7,0.6793709775536223,2020,27
105,Movie_105,Animation,Director_50,30,74.01051117178751,119,2023,Paramount,9.2,0.6219370686704833,2020,19
106,Movie_106,Romance,Director_140,26,64.90115252320788,148,2012,Sony,6.9,0.4385213008324857,2010,29
107,Movie_107,Drama,Director_95,32,17.23513196984762,140,2018,Sony,7.5,0.12310808549891158,2010,20
108,Movie_108,Animation,Director_92,28,36.21171290852531,92,2021,Warner Bros,8.8,0.39360557509266636,2020,25
109,Movie_109,Sci-Fi,Director_65,33,15.644793456958908,126,2023,Universal,7.4,0.12416502743618181,2020,25
110,Movie_110,Drama,Director_47,13,94.8098762628957,140,2023,Netflix,6.5,0.6772134018778264,2020,20
111,Movie_111,Action,Director_181,46,63.23549761043511,114,2016,Netflix,6.8,0.5546973474599571,2010,26
112,Movie_112,Drama,Director_106,8,45.382992768289796,66,2011,Paramount,6.5,0.6876211025498454,2010,39
113,Movie_113,Romance,Director_199,22,31.00474085462398,115,2010,Disney,7.4,0.26960644221412156,2010,31
114,Movie_114,Drama,Director_130,47,20.182334965481488,82,2020,Netflix,6.7,0.2461260361644084,2020,37
115,Movie_115,Action,Director_106,20,15.627514391501045,78,2011,Warner Bros,6.3,0.20035274860898775,2010,39
116,Movie_116,Romance,Director_24,37,184.07799427071214,146,2022,Disney,8.5,1.2608081799363846,2020,22
117,Movie_117,Crime,Director_4,33,21.13522250891272,183,2021,Sony,5.5,0.11549301917438644,2020,23
118,Movie_118,Thriller,Director_108,43,13.087101839176967,154,2012,Sony,8.4,0.08498118077387641,2010,22
119,Movie_119,Thriller,Director_19,14,173.0719095938824,54,2014,Netflix,8.0,3.205035362849674,2010,29
120,Movie_120,Adventure,Director_154,13,49.809047078137915,115,2023,Paramount,6.5,0.4331221485055471,2020,33
121,Movie_121,Crime,Director_40,35,89.64298836849396,105,2012,Amazon Studios,7.3,0.8537427463666092,2010,17
122,Movie_122,Crime,Director_50,32,12.23762331061241,83,2019,Paramount,6.3,0.14744124470617362,2010,19
123,Movie_123,Drama,Director_171,7,51.84462591669315,131,2018,Disney,7.8,0.3957605031808637,2010,31
124,Movie_124,Thriller,Director_75,18,35.3923336057507,115,2019,Amazon Studios,9.1,0.30775942265870176,2010,30
125,Movie_125,Action,Director_195,29,83.9126836249665,90,2013,Netflix,7.0,0.9323631513885167,2010,20
126,Movie_126,Horror,Director_12,19,11.959169265729734,68,2016,Sony,9.2,0.1758701362607314,2010,27
127,Movie_127,Horror,Director_195,6,35.682360749126275,104,2013,Paramount,8.1,0.3430996225877526,2010,20
128,Movie_128,Romance,Director_27,28,90.24078543631961,120,2012,Paramount,7.4,0.7520065453026634,2010,23
129,Movie_129,Thriller,Director_113,18,46.98021620401483,117,2019,Amazon Studios,7.8,0.4015403094360242,2010,27
130,Movie_130,Thriller,Director_182,11,49.92968955159162,146,2010,Sony,8.8,0.3419841750109015,2010,33
131,Movie_131,Horror,Director_194,40,15.110755712614493,128,2023,Netflix,9.3,0.11805277900480073,2020,27
132,Movie_132,Thriller,Director_49,28,17.097223093859903,111,2021,Sony,7.4,0.15402903688162076,2020,25
133,Movie_133,Drama,Director_144,31,66.50508669912371,99,2018,Universal,6.7,0.6717685525164011,2010,26
134,Movie_134,Sci-Fi,Director_130,41,66.20367800712737,75,2022,20th Century Fox,6.1,0.8827157067616982,2020,37
135,Movie_135,Comedy,Director_60,42,203.4084268807694,92,2020,Paramount,9.0,2.210961161747494,2020,10
136,Movie_136,Crime,Director_182,34,72.23157881421065,153,2010,Disney,6.8,0.4721018223151023,2010,33
137,Movie_137,Adventure,Director_30,31,43.98623294349658,141,2020,Netflix,6.3,0.3119590988900467,2020,28
138,Movie_138,Romance,Director_84,43,107.36028763611337,127,2022,Warner Bros,8.7,0.8453565955599478,2020,30
139,Movie_139,Sci-Fi,Director_166,19,15.517144567166852,107,2010,Warner Bros,6.7,0.14502004268380236,2010,30
140,Movie_140,Horror,Director_28,30,39.8278747015205,151,2010,Sony,8.1,0.26376075961271855,2010,23
141,Movie_141,Crime,Director_25,5,26.92134505160982,94,2023,20th Century Fox,6.0,0.2863972877830832,2020,31
142,Movie_142,Thriller,Director_96,8,15.526347878655184,95,2014,Netflix,7.5,0.1634352408279493,2010,22
143,Movie_143,Adventure,Director_125,33,82.09079429871352,117,2016,Netflix,6.9,0.701630720501825,2010,30
144,Movie_144,Thriller,Director_10,5,45.74837922082295,65,2016,Disney,8.2,0.7038212187818915,2010,32
145,Movie_145,Action,Director_188,47,50.683178409547,94,2019,Universal,8.3,0.539182749037734,2010,36
146,Movie_146,Action,Director_42,26,36.488122271381116,114,2010,Amazon Studios,6.6,0.3200712479945712,2010,34
147,Movie_147,Adventure,Director_40,15,40.8405418737524,108,2015,Paramount,6.7,0.3781531654977074,2010,17
148,Movie_148,Adventure,Director_77,14,16.165894261455243,95,2018,Universal,6.8,0.17016730801531835,2010,34
149,Movie_149,Horror,Director_105,21,65.87719188906104,170,2015,Netflix,8.5,0.38751289346506496,2010,27
150,Movie_150,Adventure,Director_118,40,38.32108877617322,154,2013,Disney,6.3,0.2488382388063196,2010,26
151,Movie_151,Drama,Director_42,30,94.84999199187182,162,2019,Universal,6.1,0.5854937777276038,2010,34
152,Movie_152,Thriller,Director_47,25,20.925664386381584,117,2018,Sony,7.0,0.17885183236223576,2010,20
153,Movie_153,Sci-Fi,Director_165,17,21.474123331353034,107,2022,Warner Bros,6.9,0.20069274141451435,2020,22
154,Movie_154,Animation,Director_22,13,61.88897099586691,160,2012,Sony,8.2,0.38680606872416823,2010,33
155,Movie_155,Adventure,Director_185,15,103.54124533344105,122,2022,Paramount,5.2,0.8486987322413201,2020,24
156,Movie_156,Romance,Director_107,15,41.95168799219747,93,2019,Sony,7.6,0.45109341927094054,2010,21
157,Movie_157,Action,Director_27,10,74.90572595364432,95,2013,Disney,7.6,0.7884813258278349,2010,23
158,Movie_158,Drama,Director_41,5,375.4057838972305,111,2013,Netflix,7.9,3.3820340891642386,2010,20
159,Movie_159,Crime,Director_80,10,241.60466783198044,119,2013,Disney,7.2,2.0302913263191633,2010,25
160,Movie_160,Animation,Director_162,17,78.19472465947952,122,2015,Paramount,9.6,0.6409403660613076,2010,19
161,Movie_161,Sci-Fi,Director_160,26,77.27422435187816,115,2022,Paramount,7.2,0.6719497769728535,2020,18
162,Movie_162,Animation,Director_89,35,24.225614223694013,178,2020,Warner Bros,7.5,0.1360989563128877,2020,23
163,Movie_163,Adventure,Director_66,26,99.64990125922813,86,2020,Universal,5.1,1.158719782084048,2020,26
164,Movie_164,Horror,Director_12,41,35.968276513234926,136,2016,Warner Bros,9.0,0.26447262142084504,2010,27
165,Movie_165,Action,Director_168,31,173.50044327172594,108,2023,Sony,7.4,1.6064855858493143,2020,25
166,Movie_166,Action,Director_73,18,14.246732491700755,119,2018,Universal,7.1,0.11972044110672903,2010,25
167,Movie_167,Crime,Director_76,9,38.62090168085069,143,2023,Paramount,6.8,0.2700762355304244,2020,23
168,Movie_168,Horror,Director_90,40,50.57857595474703,75,2020,Disney,8.3,0.6743810127299604,2020,29
169,Movie_169,Thriller,Director_10,36,35.97282204111153,96,2012,Sony,9.4,0.3747168962615784,2010,32
170,Movie_170,Comedy,Director_96,38,21.822787747336328,116,2017,Amazon Studios,7.2,0.1881274805804856,2010,22
171,Movie_171,Drama,Director_176,11,54.94569054249224,156,2017,Warner Bros,6.4,0.35221596501597585,2010,26
172,Movie_172,Action,Director_20,46,80.51253473965919,156,2010,Netflix,7.4,0.5161059919208922,2010,30
173,Movie_173,Romance,Director_39,14,61.759146686740664,151,2014,20th Century Fox,6.6,0.4090009714353686,2010,28
174,Movie_174,Action,Director_60,21,23.35796227435976,65,2022,20th Century Fox,7.8,0.3593532657593809,2020,10
175,Movie_175,Animation,Director_66,34,75.76532366556042,93,2019,Paramount,7.6,0.8146808996296819,2010,26
176,Movie_176,Action,Director_65,25,24.8460850693371,94,2014,Netflix,7.6,0.26432005392911806,2010,25
177,Movie_177,Action,Director_179,17,19.630860556417495,118,2021,Universal,7.9,0.16636322505438556,2020,27
178,Movie_178,Comedy,Director_124,5,68.66700975640208,73,2017,20th Century Fox,8.1,0.940643969265782,2010,18
179,Movie_179,Comedy,Director_164,5,102.50776353436191,147,2017,Universal,7.5,0.6973317247235504,2010,27
180,Movie_180,Sci-Fi,Director_152,37,42.84456673122555,70,2021,Disney,6.2,0.6120652390175079,2020,26
181,Movie_181,Thriller,Director_155,42,47.89941197430628,145,2011,Paramount,7.5,0.330340772236595,2010,24
182,Movie_182,Romance,Director_130,29,28.03038840181695,141,2012,Amazon Studios,6.7,0.19879708086395,2010,37
183,Movie_183,Action,Director_159,30,44.12203649573501,92,2011,Paramount,7.2,0.47958735321451096,2010,26
184,Movie_184,Action,Director_57,17,17.07719884851553,151,2010,Sony,6.1,0.11309403210937437,2010,34
185,Movie_185,Drama,Director_78,32,165.98641187038587,111,2011,Sony,7.8,1.4953730799133862,2010,29
186,Movie_186,Comedy,Director_194,37,90.56214042812938,105,2019,Netflix,8.7,0.8624965755059941,2010,27
187,Movie_187,Romance,Director_29,41,65.12695856278188,109,2015,Universal,7.5,0.5974950326860723,2010,29
188,Movie_188,Crime,Director_15,45,48.630559717931305,111,2021,Amazon Studios,6.6,0.43811315061199374,2020,35
189,Movie_189,Sci-Fi,Director_12,34,88.55153425063853,113,2010,20th Century Fox,7.7,0.7836418960233498,2010,27
190,Movie_190,Thriller,Director_101,12,44.13581257605559,114,2015,20th Century Fox,7.8,0.3871562506671543,2010,30
191,Movie_191,Horror,Director_156,5,27.831883528421976,97,2010,Warner Bros,9.4,0.28692663431362864,2010,27
192,Movie_192,Thriller,Director_84,16,18.739950223649743,103,2011,Amazon Studios,9.2,0.18194126430727905,2010,30
193,Movie_193,Animation,Director_125,9,62.14737456616285,105,2017,Universal,8.6,0.5918797577729795,2010,30
194,Movie_194,Action,Director_103,28,142.55449307099676,161,2023,20th Century Fox,7.3,0.8854316339813463,2020,34
195,Movie_195,Sci-Fi,Director_24,10,18.339256930513393,105,2015,Sony,7.3,0.17465958981441326,2010,22
196,Movie_196,Animation,Director_149,29,19.92364725627489,104,2018,Sony,8.0,0.19157353131033547,2010,27
197,Movie_197,Romance,Director_138,5,38.423269443273114,157,2010,Amazon Studios,6.9,0.24473420027562492,2010,24
198,Movie_198,Horror,Director_110,29,92.22718563243002,111,2014,Sony,8.5,0.8308755462381083,2010,25
199,Movie_199,Comedy,Director_78,5,27.40152992145724,97,2016,Universal,7.3,0.28248999919028084,2010,29
200,Movie_200,Sci-Fi,Director_101,36,24.645648131377115,92,2018,Paramount,6.0,0.26788747968888166,2010,30
201,Movie_201,Sci-Fi,Director_146,46,58.37476617595786,84,2023,Netflix,6.3,0.6949376925709269,2020,40
202,Movie_202,Action,Director_142,46,48.352042985653746,133,2020,Warner Bros,6.5,0.36354919538085523,2020,19
203,Movie_203,Adventure,Director_162,7,13.105493073102302,74,2018,Warner Bros,6.2,0.1771012577446257,2010,19
204,Movie_204,Sci-Fi,Director_128,23,14.250123118305378,153,2013,Sony,6.7,0.09313805959676717,2010,25
205,Movie_205,Drama,Director_58,47,61.50279284622371,117,2022,Disney,8.3,0.5256648961215702,2020,28
206,Movie_206,Horror,Director_76,33,41.28597926106491,109,2013,Amazon Studios,9.2,0.3787704519363753,2010,23
207,Movie_207,Horror,Director_150,6,186.98366305981648,114,2013,Universal,9.6,1.6402075707001444,2010,15
208,Movie_208,Drama,Director_198,13,66.74277203187754,131,2012,Amazon Studios,8.8,0.5094868094036453,2010,21
209,Movie_209,Crime,Director_36,21,10.506237233776917,108,2017,20th Century Fox,5.7,0.0972799743868233,2010,21
210,Movie_210,Drama,Director_173,40,42.7943790528779,115,2014,Amazon Studios,8.1,0.3721250352424165,2010,21
211,Movie_211,Drama,Director_164,21,36.760008798093835,146,2016,20th Century Fox,6.5,0.2517808821787249,2010,27
212,Movie_212,Horror,Director_22,16,15.642416194602225,128,2019,Amazon Studios,9.2,0.12220637652032988,2010,33
213,Movie_213,Thriller,Director_127,24,138.33328479332295,88,2015,Amazon Studios,6.9,1.57196914537867,2010,25
214,Movie_214,Horror,Director_80,7,91.74068330530243,102,2023,Netflix,8.8,0.8994184637774748,2020,25
215,Movie_215,Adventure,Director_189,47,23.07381698676796,75,2018,Paramount,5.6,0.30765089315690614,2010,24
216,Movie_216,Action,Director_100,8,24.7844191356645,135,2023,Sony,7.0,0.1835882898938111,2020,27
217,Movie_217,Animation,Director_184,21,11.627092100143775,138,2012,Disney,8.0,0.084254290580752,2010,18
218,Movie_218,Thriller,Director_96,41,27.59982749118335,96,2015,Sony,7.6,0.2874982030331599,2010,22
219,Movie_219,Comedy,Director_161,46,53.92831757012342,177,2012,Amazon Studios,7.1,0.30467976028318317,2010,27
220,Movie_220,Animation,Director_173,19,37.309117580258786,180,2011,Amazon Studios,8.0,0.20727287544588213,2010,21
221,Movie_221,Action,Director_164,37,184.10214912288785,120,2012,Disney,6.5,1.5341845760240653,2010,27
222,Movie_222,Adventure,Director_148,20,12.885702075521102,100,2011,Warner Bros,6.4,0.12885702075521102,2010,24
223,Movie_223,Adventure,Director_18,15,54.75462048241296,126,2011,Disney,5.6,0.4345604800191505,2010,21
224,Movie_224,Comedy,Director_38,24,107.705487885108,99,2019,Warner Bros,8.0,1.087934221061697,2010,22
225,Movie_225,Thriller,Director_195,42,42.76761575007712,143,2020,Warner Bros,7.9,0.2990742360145253,2020,20
226,Movie_226,Crime,Director_151,28,10.14835590524506,124,2016,Amazon Studios,6.5,0.08184157988100854,2010,28
227,Movie_227,Drama,Director_109,20,23.90649202010339,125,2019,Universal,8.0,0.1912519361608271,2010,28
228,Movie_228,Thriller,Director_123,34,29.561025467630593,163,2012,Netflix,7.8,0.18135598446399137,2010,29
229,Movie_229,Crime,Director_144,38,179.06164213469307,104,2017,Disney,5.7,1.7217465589874335,2010,26
230,Movie_230,Adventure,Director_187,5,131.3922717421819,105,2022,Paramount,6.6,1.251354968973161,2020,25
231,Movie_231,Horror,Director_197,28,158.96392423839336,141,2011,Paramount,8.7,1.1274037180027898,2010,24
232,Movie_232,Action,Director_196,28,97.36563838880538,109,2020,Disney,6.9,0.8932627375119759,2020,20
233,Movie_233,Comedy,Director_149,13,31.66605550715997,160,2020,Netflix,8.1,0.1979128469197498,2020,27
234,Movie_234,Action,Director_104,26,128.1573350783994,145,2016,Universal,7.9,0.883843690195858,2010,20
235,Movie_235,Romance,Director_198,16,210.0003953625545,110,2012,Paramount,8.1,1.90909450329595,2010,21
236,Movie_236,Romance,Director_140,21,31.54463166517013,74,2018,Sony,6.7,0.42627880628608283,2010,29
237,Movie_237,Thriller,Director_144,29,25.09283402711737,83,2016,Paramount,7.0,0.3023233015315346,2010,26
238,Movie_238,Adventure,Director_81,32,49.58391932121918,107,2018,Amazon Studios,5.9,0.4634011151515811,2010,24
239,Movie_239,Adventure,Director_87,19,20.360569286343726,130,2011,Universal,5.2,0.1566197637411056,2010,32
240,Movie_240,Drama,Director_142,34,11.658412826996214,147,2015,Warner Bros,6.9,0.07930893079589262,2010,19
241,Movie_241,Drama,Director_61,31,155.78248244081416,114,2014,Warner Bros,9.3,1.366513003866791,2010,18
242,Movie_242,Drama,Director_199,26,140.00956734260035,97,2023,Warner Bros,8.4,1.4433976014701067,2020,31
243,Movie_243,Horror,Director_46,14,18.875886907177446,116,2011,Amazon Studios,7.9,0.162723162992909,2010,30
244,Movie_244,Animation,Director_32,35,36.190498412613735,120,2013,Universal,8.1,0.3015874867717811,2010,22
245,Movie_245,Sci-Fi,Director_15,31,98.90357292916237,152,2013,Warner Bros,7.0,0.6506814008497525,2010,35
246,Movie_246,Animation,Director_44,16,64.08780265397587,151,2017,Netflix,8.8,0.42442253413229053,2010,25
247,Movie_247,Action,Director_145,35,35.10878290524846,94,2022,Warner Bros,8.0,0.3734976904813666,2020,26
